;Limpeza Pós;;R$ 706.635,50;R$ 800.968,36;R$ 814.470,05;R$ 869.568,24;R$ 869.597,13;R$ 869.571,97;R$ 869.569,79;R$ 869.570,18;R$ 869.567,32;R$ 929.084,28;R$ 792.772,69;R$ 781.874,33;R$ 10.043.249,84;
;Eventos e Coleta;;;;;;;;;;;;;;;
;de Resíduos de;;;;;;;;;;;;;;;
;Caixa de Gordura;;;;;;;;;;;;;;;
;Unidade de;;R$ 2.383.063,41;R$ 2.143.038,29;R$ 2.107.614,18;R$ 2.166.614,30;R$ 2.062.990,99;R$ 1.830.877,97;R$ 1.858.647,85;R$ 1.954.568,05;R$ 2.033.803,90;R$ 2.168.801,49;R$ 1.873.854,70;R$ 2.839.106,11;R$ 25.422.981,24;
;Transbordo de;;;;;;;;;;;;;;;
;Rejeitos e/ou;;;;;;;;;;;;;;;
;Resíduos - Asa;;;;;;;;;;;;;;;
;Sul e Sobradinho;;;;;;;;;;;;;;;
;Resíduos da;;201,42;R$ 73,34;R$ 83,33;R$ 36,30;R$ 156,23;R$ 79,22;R$ 148,77;R$ 97,16;R$ 71,16;R$ 0,00;R$ 0,00;R$ 0,00;R$ 745,51;
;Saúde;;;;;;;;;;;;;;;
TOTAL;;;R$ 48.298.737,54;R$ 45.065.123,68;R$ 47.382.658,82;R$ 49.649.182,52;R$ 50.047.395,87;R$ 47.768.193,75;R$ 49.948.016,56;R$ 49.102.951,04;R$ 49.633.871,39;R$ 58.571.511,59;R$ 51.533.839,66;R$ 57.318.876,35;-;
;R$ 604.320.358,77;;;;;;;;;;;;;;;
