;NÚMERO DE VIAGENS;;;;;;;;;;;;;;;;
;Mês;;;Remoção Manual;;;Remoção Mecanizada;;;Remoção PEV;;;Outros;;;Total;
;Janeiro;;1.233;;;3.071;;;496;;;10.857;;;15.657;;
;Fevereiro;;1.224;;;3.231;;;489;;;10.417;;;15.361;;
;Março;;1.358;;;3.665;;;553;;;10.971;;;16.547;;
;Abril;;1.131;;;3.604;;;525;;;10.125;;;15.385;;
;Maio;;1.163;;;4.121;;;560;;;12.295;;;18.139;;
