;;;;JAN;;;FEV;;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;SET;;;OUT;;;NOV;;;DEZ;;;Total;;;Média;
Lotes I, II e III;Lotes I, II e III;;6,290;;;3,390;;;6,270;;;4,760;;;6,530;;;4,680;;;7,320;;;3,840;;7,620;;;9,250;;;7,920;;;8,950;;;76,82;;;6,40;;
