SLU participa da força-tarefa para recuperar Samambaia
Juntamente com vários órgãos do Governo de Brasília, O SLU participou da força-tarefa destinada a minimizar
os efeitos do temporal que atingiu Samambaia em 19 de outubro, matando uma pessoa e danificando pelo menos mil
casas.
A ação foi realizada de 20 a 29 de outubro. Durante esse período, a força de trabalho contou com uma média
diária de 240 colaboradores. Foram executados os serviços de varrição, catação e remoção de 1.957 toneladas de
resíduos e entulhos, encaminhadas para o Aterro Controlado do Jóquei.
