Programa de Trabalho;Lei;Alteração;Contingenciado;Bloqueado;Desp. Autorizada;Empenhado;Disponível;Liquidado
Tratamento e Manejo de Resíduos de Saúde;;3.670.287,00;;;3 .670.287,00;3 .633.001,29;37.285,71;3 .279.315,59
