;IRR PARANOÁ;;;;;;;
Mês;;;;Quantidade Mensal;;;Quantidade Mensal de;
;;;;Recebida (Ton);;;Rejeito (Ton);
;Janeiro;;21,29;;;4,06;;
;Fevereiro;;19,98;;;2,98;;
;Março;;23,98;;;5,24;;
;Abril;;24,94;;;3,22;;
;Maio;;62,98;;;6,69;;
;Junho;;63,38;;;10,76;;
;Julho;;63,96;;;10,37;;
;Agosto;;85,75;;;10,79;;
;Setembro;;81,12;;;7,92;;
;Outubro;;96,91;;;14,62;;
;Novembro;;106,15;;;19,38;;
;Dezembro;;129,45;;;19,01;;
;TOTAL;;;780,62;;;115,04;
