;PESSOAL ENVOLVIDO NA LIMPEZA URBANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;A N A B R U A Z E P M IL L A O S S E P;;;;;;Operacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Apoio;;;;;;;;;;;;;s o d a ic ife n e B s e ro d a ta C;e tn e m a te rid n I;;;L A T O T;;
;;;;;;;;;;;;o ã ç irra V ira G;;;;;ro te lo C;;;;;e tn a d u jA;;;;/ ro d a z ilib o M / ro tin o M;ro s iv re p u S;)a te lo c / o ã ç irra v (;;;ro d a ta C;;;;a n iu q á M e d ro d a re p O;;;Motorista;;;;;;;;;Diversos;;;Engenheiro / Técnico de Segurança do Trabalho;;;Médico do Trabalho /Enfermeiro / Aux. de enfermagem do trabalho;;;Administrativo/ Coordenação;;;Diversos;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a te lo C;;;s a rtu O;s e d a d iv ita;;;;;;;;;;;;;;;;;;;;;;;;;
;L A T N E IB M A R O L A V;;a te lo C )I E T O L (;;a z e p m il e la n o ic n e v n o C;;a n a b ru;;;957;;;;;264;;;;;0;;;;;53;;;;;0;;;24;;;;;172;;;;;;;;;0;;;5;;;3;;;32;;;118;;;0;;;1628;;;;
;E R A T N E T S U S;;a te lo C )II E T O L (;;e la n o ic n e v n o C;;a n a b ru a z e p m il;;;913;;;;;216;;;;;0;;;;;18;;;;;0;;;5;;;;;148;;;;;;;;;0;;;5;;;2;;;43;;;82;;;0;;;1432;;;;
;;a te lo C )III E T O L ( A M U S;;a z e p m il e la n o ic n e v n o C;;a n a b ru;;;;552;;;;;272;;;;;328;;;;;33;;;;;0;;;13;;;;;191;;;;;;;;;0;;;5;;;2;;;8;;;164;;;0;;;1568;;;;
;T R O F L E B;;s o d s o u d ís e R;;e d s o ç iv re S;;e d ú a S;;;0;;;;;4;;;;;14;;;;;0;;;;;0;;;4;;;;;8;;;;;;;;;0;;;0;;;0;;;0;;;6;;;0;;;36;;;;
;TOTAL;;;;;;;;;;2422;;;;;756;;;;;342;;;;;104;;;;;0;;;46;;;;;519;;;;;;;;;0;;;15;;;7;;;83;;;370;;;0;;;4664;;;
