N°;Pessoal ASB, URE, cooperativa/ associação e usinas;megairT /rodataC;osiP ed lacsiF;aniuqáM ed rodarepO;atsirotoM;sodagerracnE;etnevreS;lanoicarepO laosseP;ovitartsinimdA laosseP;oriehnegnE;leniaP ed rodarepO;lanoicarepO rodatneirO;oãçnetunaM ed railixuA;atsicirtelE;rodadloS;ocinâceM;lanoicarepO etnereG;ohlabart od açnarugeS ed ocincéT;ocincéT etnetsissA;megaseP ed lacsiF;aigiV /orierdeP /rotniP;ocimíuQ;latoT
1;Operação e Manutenção URE - Valor Ambiental;0;60;15;23;1;33;4;4;2;-;-;3;1;-;;1;1;-;1;1;1;151
2;ACOBRAZ;41;;;;;;;;;;;;;;;;;;;;;41
3;AMBIENTE;113;;;;;;;;;;;;;;;;;;;;;113
