;CONTROLE DE TRANSPORTE DE RESÍDUOS (CTR);;;;;;;
;Mês;;;Emitidos;;;Destinados na URE;
;Janeiro;;27.117;;;23.365;;
;Fevereiro;;24.212;;;20.822;;
;Março;;29.687;;;25.811;;
;Abril;;25.156;;;22.156;;
;Maio;;31.536;;;27.144;;
;Junho;;30.052;;;26.063;;
;Julho;;30.791;;;26.335;;
;Agosto;;33.675;;;28.547;;
;Setembro;;30.340;;;27.392;;
;Outubro;;31.663;;;28.241;;
;Novembro;;30.511;;;27.260;;
;Dezembro;;28.943;;;27.109;;
;TOTAL;;;353.683;;;310.245;
