;;;;;;;;;Data de;;;Data de;;;;;;;;;Valor Global
;Nº;;;Empresa;;Objeto;;;;;;;;;Informações;;;Contrato;;;
;;;;;;;;;Assinatura;;;Término;;;;;;;;;(R$)
1;;;Sustentare Saneamento – Lote I;;*;;;23/06/2012 21/11/2013 06/06/2013 12/09/2013 15/08/2014 04/09/2014;;;08/04/2015;;;Concorrência 03/2007;;;094.000.799/ 2012 1º Aditivo 2º Aditivo 3º Aditivo 4º Aditivo 5º Aditivo;;;;
2;;;Valor Ambiental – Lote II;;*;;;01/07/2009 02/01/2012 03/12/2012 05/06/2013 12/09/2013 13/05/2014 05/09/2014;;;01/07/2014 - - - - - 08/04/2015;;;Concorrência 03/2007;;;094.000.240/ 2007 1º Aditivo 2º Aditivo 3º Aditivo 4º Aditivo 5º Aditivo 6º Aditivo;;;;
