60/2025;AVANTI ENGENHARIA;18/12/2025;;CONTRATAÇÃO DE SERVIÇO DE INSTALAÇÃO COM FORNECIMENTO DE SISTEMA DE MONITORAMENTO ELETRÔNICO.;18/12/2026;R$ 975.080,50;JOÃO VICTOR E PERSILIO EUGENIO;
64/2025;LÍDER NOTEBOOKS;19/12/2025;;CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, POR MEIO DO REGISTRO DE PREÇOS;19/12/2026;R$ 369.490,00;ATÉ O PRESENTE MOMENTO, SEM ORDEM DE;
;;;;;;;SERVIÇO;
65/2025;DATEN;19/12/2025;;FORNECIMENTO DE COMPUTADORES, NOTEBOOKS E MONITORES, INCLUINDO ASSISTÊNCIA TÉCNICA DA GARANTIA;19/12/2030;R$ 402.584,00;ATÉ O PRESENTE MOMENTO, SEM ORDEM DE;
;;;;;;;SERVIÇO;
66/2025;MEGA IMPORTADORA;30/12/2025;;AQUISIÇÃO DE EMPILHADEIRAS PARA QUE SEJAM UTILIZADAS NO COMPLEXO INTEGRADO DE RECICLAGEM DO DISTRITO FEDERAL;30/12/2026;R$ 394.400,00;ATÉ O PRESENTE MOMENTO, SEM ORDEM DE;
;;;;;;;SERVIÇO;
