;IRR PSUL;;;;;;;
Mês;;;;Quantidade Mensal Recebida;;;Quantidade Mensal de;
;;;;(Ton);;;Rejeito (Ton);
;Janeiro;;488,45;;;282,79;;
;Fevereiro;;473,61;;;264,87;;
;Março;;520,25;;;284,41;;
;Abril;;478,94;;;287,36;;
;Maio;;504,84;;;313,72;;
;Junho;;500,41;;;323,95;;
;Julho;;503,90;;;272,43;;
;Agosto;;496,30;;;262,26;;
;Setembro;;467,69;;;263,99;;
;Outubro;;479,61;;;265,23;;
;Novembro;;523,31;;;298,76;;
;Dezembro;;594,46;;;342,35;;
;TOTAL;;;6.031,77;;;3.462,14;
