;Matérias publicadas no site, na intranet e nos perfis de redes sociais do SLU;;;;;;;;;
;MESES;;;SITE;;;INTRANET;;REDES SOCIAIS;
;Janeiro;;19;;;45;;;20;
;Fevereiro;;13;;;39;;;28;
;Março;;19;;;59;;;44;
;Abril;;12;;;30;;;27;
;Maio;;12;;;22;;;21;
;Junho;;17;;;26;;;23;
;Julho;;10;;;40;;;62;
;Agosto;;13;;;44;;;47;
;Setembro;;11;;;43;;;28;
;Outubro;;9;;;27;;;6;
;Novembro;;8;;;33;;;5;
;Dezembro;;16;;;31;;;11;
;SUBTOTAL;;;159;;;439;;322;
;TOTAL;;;920;;;;;;
