;ANÁLISE DE NOTÍCIAS;;;;;;;;;;;;;
;;;;POSITIVAS;;;NEGATIVAS;;;NEUTRAS;;;TOTAL MÊS;
;Janeiro;;40;;;7;;;16;;;;63;
;Fevereiro;;41;;;10;;;3;;;;54;
;Março;;35;;;12;;;9;;;;56;
;Abril;;14;;;1;;;6;;;;21;
;Maio;;53;;;3;;;6;;;;62;
;Junho;;35;;;5;;;2;;;;42;
;Julho;;46;;;9;;;6;;;;61;
;Agosto;;17;;;4;;;4;;;;25;
;Setembro;;27;;;1;;;5;;;;33;
;Outubro;;23;;;1;;;7;;;;31;
;Novembro;;19;;;3;;;4;;;;26;
;Dezembro;;37;;;4;;;1;;;;42;
;TOTAL;;;387;;;60;;;69;;;516;
