;INEXIGIBILIDADES DE LICITAÇÃO FINALIZADAS (DEZ/2025);;;;;;;;;;;;;;;;;;;
;PROCESSO;;;OBJETO;;;MODALIDADE;;;VALOR;;;CONTRATADA;;;ID PNCP;;;CONTRATO OU EMPENHO;
00094-00000343/2025-01;;;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DE COLETA SELETIVA DE MATERIAIS RECICLÁVEIS E RESÍDUOS SÓLIDOS - RECICLO, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;;;INEXIGIBILIDADE Nº 1/2025;;;R$ 344.340,00;;;COOPERATIVA DE TRABALHO DE COLETA SELETIVA DE MATERIAIS RECICLÁVEIS E RESÍDUOS SÓLIDOS - RECICLO CNPJ 08.992.948/0001-82;;;01567525000176-1- 000001/2025;;;5/2025;;
00094-00000342/2025-58;;;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO ESPECIAL LIBERDADE PARA SONHAR (CTELS), DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;;;INEXIGIBILIDADE Nº 2/2025;;;R$ 177.748,31;;;COOPERATIVA DE TRABALHO ESPECIAL LIBERDADE PARA SONHAR (CTELS) CNPJ 33.446.229/0001-03;;;01567525000176-2- 000011/2025;;;4/2025;;
00094-00000362/2025-29;;;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO RECICLAMAIS, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;;;INEXIGIBILIDADE Nº 3/2025;;;R$ 422.574,05;;;COOPERATIVA DE TRABALHO RECICLAMAIS;;;01567525000176-1- 000003/2025;;;18/2025;;
