;Limpeza Pós;;R$ 625.438,17;R$ 651.803,78;R$ 622.350,34;R$ 673.131,16;R$ 654.475,65;R$ 673.131,40;R$ 690.672,25;R$ 699.683,75;R$ 699.678,16;R$ 699.684,55;R$ 684.376,45;R$ 692.895,57;R$ 8.067.321,23;
;Eventos e Coleta;;;;;;;;;;;;;;;
;de Resíduos de;;;;;;;;;;;;;;;
;Caixa de Gordura;;;;;;;;;;;;;;;
;Unidade de;;R$ 2.679.621,58;R$ 2.332.639,12;R$ 2.137.221,20;R$ 1.971.653,79;R$ 2.024.144,58;R$ 1.916.494,84;R$ 2.123.706,62;R$ 2.103.643,35;R$ 2.019.877,16;R$ 2.314.746,81;R$ 2.361.161,89;R$ 2.455.830,40;R$ 26.440.741,34;
;Transbordo de;;;;;;;;;;;;;;;
;Rejeitos e/ou;;;;;;;;;;;;;;;
;Resíduos - Asa;;;;;;;;;;;;;;;
;Sul e Sobradinho;;;;;;;;;;;;;;;
;Resíduos da;;R$ 48,64;R$ 74,66;R$ 57,90;R$ 46,85;R$ 73,30;R$ 125,04;R$ 59,64;R$ 64,66;R$ 76,42;R$ 231,99;R$ 25,13;-;R$ 884,23;
;Saúde;;;;;;;;;;;;;;;
TOTAL;;;R$ 46.146.306,21;R$ 43.570.080,37;R$ 42.702.906,44;R$ 45.173.543,17;R$ 43.821.174,38;R$ 42.864.200,86;R$ 46.156.919,58;R$ 46.665.439,67;R$ 44.527.364,58;R$ 48.197.725,23;R$ 47.243.589,22;R$ 49.182.614,65;;
;R$ 546.251.864,35;;;;;;;;;;;;;;;
