;;;"COMPLEXO INTEGRADO DE RECICLAGEM DO DISTRITO FEDERAL - CIR A SEREM DETALHADOS NO PLANO DE TRABALHO;";;
01/2023;INSTITUTO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES DO DISTRITO FEDERAL - INAS/DF;03/08/2023;O PRESENTE CONVÊNIO DE ADESÃO TEM POR OBJETO A PRESTAÇÃO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE AOS SERVIDORES DO SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL - SLU/DF, ATIVOS E SEUS RESPECTIVOS DEPENDENTES, POSSIBILITANDO O INGRESSO NO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF SAÚDE.;SER PRORROGADO SUCESSIVAMENTE, RESPEITADA A VIGÊNCIA MÁXIMA DECENAL;NÃO ENVOLVE A TRANSFERÊNCIA DE RECURSOS FINANCEIROS
