COOPERATIVA/ ASSOCIAÇÃO;LOCAL DE PRESTAÇÃO DE SERVIÇO INICIAL;LOCAL DE PRESTAÇÃO DE SERVIÇO ATUAL
Construir e Cortrap;SCIA Quadra 10, Conjunto 1, Lotes 2 e 3;SCIA Quadra 9, Conjunto 1, Lote 2
Coopere;SIA Trecho 17, Lote 1.400;Ceilândia, QNP 28 Área Especial
Coorace;SIA Trecho 17, Rua 8 Lote 105;SCIA Quadra 9, Conjunto 1, Lote 2
Coopernoes;SIA Trecho 17, Rua 8 Lote 105;SIA Trecho 17, Rua 8 Lote 105
Plasferro;SAAN Quadra 2, Lote 630 a 680;Ceilândia, QNP 28 Área Especial
Cooperlimpo;SAAN Quadra 2, Lote 630 a 680;Setor de Clubes Esportivos Sul, no Trecho 01, Lote 5
