;SIA – TRECHO 17;;;;;;;
Mês;;;;Quantidade Mensal;;;Quantidade Mensal de;
;;;;Recebida (Ton);;;Rejeito (Ton);
;Janeiro;;203,03;;;2,10;;
;Fevereiro;;257,58;;;2,31;;
;Março;;499,05;;;2,29;;
;Abril;;445,60;;;1,35;;
;Maio;;309,39;;;1,02;;
;Junho;;301,72;;;1,90;;
;Julho;;347,34;;;2,61;;
;Agosto;;431,58;;;2,36;;
;Setembro;;389,56;;;2,11;;
;Outubro;;439,53;;;4,32;;
;Novembro;;418,80;;;2,84;;
;Dezembro;;300,89;;;2,23;;
;TOTAL;;;4.344,07;;;27,44;
