Material;;;;Média de Valor Unitário do;;;Média de Valor Unitário pago;;;Média de Valor Unitário total;;;Valorização do Valor Unitário;
;;;;comercializado (R$/Kg) (A);;;pelo SLU (R$/Kg) (B);;;(R$/kg) (C);;;pelo SLU (C/A);
;Diversos;;0,10;;;0,38;;;0,48;;;500%;;
;Metal;;1,03;;;0,38;;;1,41;;;137%;;
;Papel;;0,30;;;0,38;;;0,68;;;225%;;
;Plástico;;1,35;;;0,38;;;1,73;;;128%;;
Vidro;;;0,06;;;0,38;;;0,44;;;695%;;
;Médias;;;0,69;;;0,38;;;1,07;;;155%;
