;CONTRATAÇÕES DIRETAS EM ANDAMENTO – DISPENSA/INEXIGIBILIDADE (DEZ/2025);;;;;;;;;;;;;;;;;
;PROCESSO;;;OBJETO;;;MODALIDADE;;;VALOR;CONTRATADA;;;ID PNCP;;;CONTRATO/ATA;
-;;;-;;;-;;;-;;-;;-;;;-;;
