;ENTRADA DE RESÍDUOS E SAÍDA DE REJEITO NOS GALPÕES PRÓPRIOS EM 2023;;;;;;;
GALPÃO PRÓPRIO CEILÂNDIA - Cooperativa Recicle a Vida;;Mês;;;Quantidade Mensal;;;Quantidade Mensal de Rejeito (Ton)
;;;;;Recebida (Ton);;;
;;;Janeiro;127,15;;;13,88;
;;;Fevereiro;111,71;;;23,15;
;;;Março;90,53;;;18,49;
;;;Abril;87,17;;;16,21;
;;;Maio;70,20;;;7,78;
;;;Junho;58,88;;;5,04;
;;;Julho;84,31;;;13,96;
;;;Agosto;80,59;;;5,78;
