;;;Fórum Internacional Wast Expo Brasil - Gestão Integrada de Resíduos, Reciclagem, recuperação Energética e Limpeza Pública;;WASTE EXPO BRASIL;;2;;
;;;VI Encontro de Corregedorias do Distrito Federal;;CGDF;;1;;
;;;1º Seminário Nacional Elo consultoria ESC, Integrado Gorvenança e Sustenbalidade à sua Gestão;;ELO;;1;;
;CERTIFICADOS EMITIDOS NO 4º TRIMESTRE;;;;;;;86;
