Park Way;22.675
Planaltina;191.382
Plano Piloto;225.020
Recanto das Emas;131.375
Riacho Fundo;42.691
Riacho Fundo II;85.707
Samambaia;234.799
Santa Maria;128.359
São Sebastião;104.076
SCIA - Estrutural;35.792
SIA;2.596
Sobradinho;71.077
Sobradinho II;78.951
Sudoeste/Octogonal;54.296
Taguatinga;205.689
Varjão;8.804
Vicente Pires;71.818
Total Distrito Federal;2.972.209
;4.443.845
