GALPÃO CEDIDO CEILÂNDIA - Cooperativa Recicle a Vida;Mês;;;;Quantidade Mensal;;GALPÃO CEDIDO SANTA MARIA - Cooperativa R3;Mês;;;;Quantidade Mensal Recebida (Ton)
;;;;;Recebida (Ton);;;;;;;
;;Janeiro;;77,13;;;;;Janeiro;;80,90;
;;Fevereiro;;72,45;;;;;Fevereiro;;70,54;
;;Março;;65,24;;;;;Março;;74,63;
;;Abril;;62,08;;;;;Abril;;68,09;
;;Maio;;56,93;;;;;Maio;;83,27;
;;Junho;;65,18;;;;;Junho;;78,46;
