Denominação do Indicador;Unidade de Medida;Í M R;ndice;;Apurado em;Periodicidade de Apuração;Desejado em;;;;Fonte/ UO Resp./ Obj. Esp
;;;;;;;1º Ano;2º Ano;3º Ano;4º Ano;
;;;ais;;;;;;;;
;;;ecente;;;;;;;;
