;;;;JAN;;;FEV;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;;SET;;OUT;NOV;;;DEZ;;;Total;;;Média;
;Lotes I, II e III;;5,680;;;4,940;;5,200;;;5,790;;;5,900;;;3,050;;;5,640;;;7,540;;;5,600;;4,990;;6,850;;8,510;;;;69,69;;;5,81;
