;;;;JAN;;FEV;;MAR;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;;SET;OUT;NOV;DEZ;Total;;;Média;
;Chorume;;39.668,00;;;34.481,00;;39.311,00;;31.773,00;;31.767,00;;;30.425,29;;;-;;;6.386,00;;;24.535,00;;29.113,00;15.827,00;19.825,00;303.111,29;;;25.259,27;
