3º TRIMESTRE;
EVENTO;PARTICPANTES
Homenagem aos Servidores Aposentados;18
Ações de Qualidade de Vida nas Gerências de Limpeza Urbana;40
Futebol pela Saúde;40
Visita ao à UTMB P Sul;17
Visita à URE;15
Compostagem: Transformando Resíduos em Soluções Sustentáveis;37
Agosto Lilás;21
