;1º TRIMESTRE;;;;;;;;;;
;TIPO;;;EVENTO;;;INSTITUIÇÃO;;;PARTICPANTES;
CURSO;;;;Gerenciamento de Resíduos;;INSTITUTO FEDERAL RS;;;;1;
;;;Saúde Ocupacional;;;;;;1;;
;;;Administração Pública;;;;;;1;;
;;;Ética Profissional;;;;;;1;;
;;;Gestão e Fiscalização de Contratos;;;EGOV;;;2;;
;;;Gestão de riscos e programas de integridade na Administração Pública;;;;;;1;;
;;;Sistema Eletrônico de Informações (SEI) - Módulo Usar - versão 4.0;;;;ENAP;;1;;
;CERTIFICADOS EMITIDOS NO 1º TRIMESTRE;;;;;;;;;8;
