;Despesa;;;Jan;;;Fev;;;Mar;;;Abr;;;Mai;;;Jun;;;Jul;;;Ago;;;Set;;;Out;;;Nov;;;Dez;;;Total;
Aluguel dos Galpões;;;R$ 69.545;;;R$ 69.545;;;R$ 69.545;;;R$ -;;;R$ 9.057;;;R$ -;;;R$ 47.722;;;R$ 47.722;;;R$ 47.722;;;R$ 47.722;;;R$ 47.722;;;R$ 46.367;;;R$ 522.174;;
;Aluguel da;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 103.442;;;R$ 127.464;;;R$ 113.455;;;R$ 1.275.342;;
;Sede Adm.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Condomínio;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 21.879;;;R$ 26.962;;;R$ 23.997;;;R$ 269.751;;
;Total;;;R$ 194.866;;;R$ 194.866;;;R$ 194.866;;;R$ 125.321;;;R$ 134.378;;;R$ 125.321;;;R$ 173.043;;;R$ 173.043;;;R$ 173.043;;;R$ 173.043;;;R$ 202.148;;;R$ 183.819;;;R$ 2.067.267;
4.10 CONSUMO DE MATERIAL ANO BASE Descrição do Material 2014 2015 2016 2017 2018 2019 2020 2021 Copo plástico descartável para água, capacidade de 200ml, poliestireno branco, 805 640 275 27 222 107 129 214 embalagem 100 unidades Copo plástico descartável para café, capacidade 50 ml, poliestireno branco, 514 449 133 50 52 30 50 37 embalagem 100 unidades Papel cópia xerográfica material sulfite, gramatura 75 g/m², cor branca, formato: 1601 1235 1158 1063 1441 1049 906 1110 A4, resma Saco para lixo, polipropileno, capacidade 15, 20, 40 e 50 litros, embalagem 100 179 130 414 137 157 107 24 236 unidades Saco para lixo, polipropileno, capacidade 100, 150 e 240 litros, embalagem 100 128 108 158 100 164 129 61 404 unidades. Fonte: SIGMA.NET – Dezembro de 2021 4.11 TERRENOS DO SLU O SLU possui ou administra 45 terrenos, que somam mais de 1,9 milhões de metros quadrados e 39.559 m² de área construída. O maior deles é o Aterro Sanitário de Brasília, em Samambaia, com 760 mil m². Página | 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
