17;39/2018;ASSOCIAÇÃO PRE-COOPERATIVISTA DOS CATADORES E RECICLADORES DE RESÍDUOS SÓLIDOS DE CEILÂNDIA - APCORC;09/11/2018;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;08/11/2023;R$ 1.250.424,00;André Luiz Junqueira Guimarães, Anderson Fernandes de Moura, Adriana Cesário da Conceição, Lucas Levi de Jesus Santana
19;67/2018;ASSOCIAÇÃO DE CATADORES DE MATERIAIS RECICLAVEIS DO DF - RECICLA BRASÍLIA;28/12/2018;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;29/07/2024;R$ 583.948,80;André Luiz Junqueira Guimarães, Anderson Fernandes de Moura, Adriana Cesário da Conceição, Lucas Levi de Jesus Santana
20;11/2021;COOPERATIVA DE TRABALHO DOS CATADORES COOTRAEMPOCAP- ASAS;28/05/2021;Prestação de serviço público processamento de resíduos sólidos urbanos a serem executados de forma contínua, compreendendo as atividades de recepção, triagem, prensagem, enfardamento, armazenamento e comercialização fruto desta atividade, para atender às necessidades do Serviço de Limpeza Urbana – SLU/DF;28/05/2024;R$ 848.592,00 (oitocentos e quarenta e oito mil quinhentos e noventa e dois reais);André Luiz Junqueira Guimarães, Yuseiji Brant Rocha Kudo, Adriana Cesário da Conceição
21;08/2022;COOPERATIVA, DE RECICLAGEM AMBIENTAL- COOPERDIFE;29/04/2022;Prestação de serviços de coleta, transporte e destinação de resíduos urbanos recicláveis secos domiciliares e comerciais, com a remoção do rejeito para disposição final em local definido pelo SLU;29/04/2024;R$ 656.403,12 (seiscentos e cinquenta e seis mil quatrocentos e três reais e doze centavos);Francisco Antonio Mendes Jorge, Isabele Novais Oliveira, Alexandro dos Santos Henriques e Lucas Diogo Caixeta
22;09/2022;COOPERATIVA DE TRABALHO RECICLA MAIS BRASIL;29/04/2022;Prestação de serviços de coleta, transporte e destinação de resíduos urbanos recicláveis secos domiciliares e comerciais, com a remoção do rejeito para disposição final em local definido pelo SLU;29/04/2024;R$ 684.044,16 (seiscentos e oitenta e quatro mil quarenta e quatro reais e dezesseis centavos);Francisco Antonio Mendes Jorge, Isabele Novais Oliveira, Alexandro dos Santos Henriques e Lucas Diogo Caixeta
23;29/2022;COOPERATIVA DE TRABALHO ESPECIAL LIBERDADE PARA SONHAR - CTELS;29/04/2022;Prestação de serviços de coleta, transporte e destinação de resíduos urbanos recicláveis secos domiciliares e comerciais, com a remoção do rejeito para disposição final em local definido pelo SLU para atender às necessidades do Serviço de Limpeza Urbana – SLU/DF, referente ao LOTE 22 - Arniqueira,;29/04/2023;R$ 430.800,00 (quatrocentos e trinta mil e oitocentos reais);Francisco Antonio Mendes Jorge, Isabele Novais Oliveira, Alexandro dos Santos Henriques e Lucas Diogo Caixeta
