e d m e g a v a L;e s a iV;s o r u o d a r g o L;s o R$ 62.104,34 c ilb ú P;R$ 63.371,78;R$ 63.371,78;R$ 62.800,90;R$ 55.019,46;R$ 59.803,76;R$ 58.697,39;R$ 60.002,48;R$ 60.002,48;R$ 60.002,48;;R$ 64.678,14;R$ 64.678,14;
o ã ç ir r a V;a d a z in a c e m;s a iv e d;R$ 187.711,68;R$ 154.128,00;R$ 202.475,52;R$ 177.051,84;R$ 188.380,08;R$ 203.663,12;R$ 214.253,27;R$ 200.054,28;R$ 179.698,13;R$ 196.034,29;;R$ 227.562,58;R$ 218.936,01;
a d a z in a c e M a r u tn iP;e o iF o- ie M e d;m e g a s ir F;R$ 330.142,76;R$ 333.477,54;R$ 317.970,83;R$ 323.510,21;R$ 991.982,95;R$ 1.034.829,67;R$ 1.048.388,76;R$ 1.110.511,19;R$ 1.133.030,16;R$ 1.100.313,91;;R$ 1.170.552,96;R$ 1.213.230,98;
s o tn e v E s ó P a z e p m iL;s o u d ís e R e d a te lo C e;a r u d r o G e d a x ia C e d;R$ 159.401,36;R$ 159.401,36;R$ 159.401,36;R$ 159.176,79;R$ 157.997,83;R$ 157.997,83;R$ 157.997,83;R$ 161.782,08;R$ 161.782,08;R$ 161.782,08;;R$ 169.236,91;R$ 169.236,91;
o d r o b s n a r T e d e d a d in U;u o /e s o tie je R e d;s o u d ís e R;R$ 104.728,10;R$ 104.773,41;R$ 103.264,33;R$ 99.005,38;R$ 106.474,50;R$ 110.785,73;R$ 102.215,93;R$ 97.693,16;R$ 104.506,08;R$ 109.584,35;;R$ 139.601,37;R$ 142.539,54;
L A T O T;L A S N E M;;R$ 6.609.980,23;R$ 6.278.236,60;R$ 6.801.729,46;R$ 6.333.465,30;R$ 7.213.721,55;R$ 7.436.168,16;R$ 7.530.101,26;R$ 7.654.616,78;R$ 7.637.771,89;R$ 7.690.182,50;;R$ 8.219.300,10;R$ 8.389.656,42;
TOTAL;;;;;;;;;;;;;R$ 87.794.930,25;;;
Página | 63;;;;;;;;;;;;;;;;
