;;;;JAN;;;FEV;;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;SET;;OUT;;NOV;DEZ;Total;Média;
;NURES (Psul);;501,59;;;648,45;;;1.567,70;;;1.582,79;;;1.158,32;;;1.978,31;;;2.040,08;;;2.628,87;;2.034,79;;2.401,27;;1.281,79;;964,26;18.788,22;1.565,69;
