;QUANTIDADE MENSAL RECEBIDA (TON);;;;;;;
;Mês;;;USINA DL SUL;;;USINA CEILÂNDIA;
;Janeiro;;19,04;;;23,04;;
;Fevereiro;;4,92;;;69,84;;
;Março;;0,00;;;68,65;;
;Abril;;12,29;;;16,43;;
;Maio;;0,00;;;0,00;;
;Junho;;0,87;;;1,97;;
;Julho;;12,59;;;38,07;;
;Agosto;;1,73;;;76,61;;
;Setembro;;100,38;;;117,46;;
;Outubro;;37,14;;;88,53;;
;Novembro;;300,51;;;93,20;;
;Dezembro;;118,15;;;140,16;;
;Total Geral;;;1.083,27;;;;
