;QUANTIDADE DE VEÍCULOS POR DIRETORIA E UNIDADE OPERACIONAL;;;
Diretoria;;;Quantidade de veículos;
;;;disponíveis;
UNIDADE DE RECEBIMENTO DE ENTULHO - URE;;02;;
GERÊNCIA REGIONAL CENTRO SUL /GESUL;;11;;
GERÊNCIA REGIONAL CENTRO NORTE/ GENOR;;09;;
