RESÍDUOS DA SAÚDE;;;;;;;;;;;;
JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL 2020
R$ 276.855,73;R$ 259.455,01;R$ 275.709,31;R$ 242.895,45;R$ 285.785,02;R$ 339.174,19;R$ 517.815,70;R$ 521.363,98;R$ 477.405,92;R$ 453.483,60;R$ 420.958,96;R$ 340.971,20;R$ 4.411.874,07
