00094-00001599/2025-27;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DOS CATADORES DE MATERIAIS RECICLAVEIS COOPERLIVRE, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 29/2025;R$ 275.472,00;COOPERATIVA DE TRABALHO DOS CATADORES DE MATERIAIS RECICLAVEIS COOPERLIVRE CNPJ 38.412.943/0001-02;01567525000176-1- 000031/2025;30/2025
00094-00001602/2025-11;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DE CATADORES DO BRASIL - COOPERLIMPO, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 30/2025;R$ 774.233,74;COOPERATIVA DE TRABALHO DE CATADORES DO BRASIL - COOPERLIMPO CNPJ 20.646.087/0001-86;01567525000176-1- 000032/2025;31/2025
00094-00001924/2025-51;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS RECICLÁVEIS E DE EDUCAÇÃO AMBIENTAL NOVA SUPERAÇÃO, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 31/2025;R$ 378.774,00;COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS RECICLÁVEIS E DE EDUCAÇÃO AMBIENTAL NOVA SUPERAÇÃO CNPJ 29.625.745/0001-28;01567525000176-1- 000034/2025;35/2025
00094-00001920/2025-73;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DOS CATADORES COOPERFÉ, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 32/2025;R$ 874.072,66;COOPERATIVA DE TRABALHO DOS CATADORES COOPERFÉ – COOPERFÉ CNPJ 33.625.924/0001-32;01567525000176-1- 000035/2025;36/2025
00094-00001922/2025-62;CONTRATAÇÃO DA COOPERATIVA VENCENDO OS OBSTÁCULOS, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 33/2025;R$ 206.604,00;COOPERATIVA VENCENDO OS OBSTÁCULOS CNPJ 39.579.874/0001-80;01567525000176-1- 000036/2025;34/2025
00094-00001919/2025-49;CONTRATAÇÃO DA ASSOCIAÇÃO PRÉ COOPERATIVISTA DOS CATADORES E RECICLADORES DE RESÍDUOS SÓLIDOS DE CEILÂNDIA-DF - APCORC, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 34/2025;R$ 2.288.668,47;ASSOCIAÇÃO PRÉ COOPERATIVISTA DOS CATADORES E RECICLADORES DE RESÍDUOS SÓLIDOS DE CEILÂNDIA-DF - APCORC CNPJ 02.130.641/0001-96;01567525000176-1- 000037/2025;37/2025
00094-00001921/2025-18;CONTRATAÇÃO DA COOPERATIVA DE TRABALHO DE RECICLAGEM DE RESIDUOS DA CONSTRUCAO CIVIL E DERIVADOS - RECICONSTRU, DECORRENTE DO EDITAL DE CREDENCIMENTO Nº 01/2024-SLU/DF E SEUS ANEXOS;INEXIGIBILIDADE Nº 35/2025;R$ 206.604,00;COOPERATIVA DE TRABALHO DE RECICLAGEM DE RESIDUOS DA CONSTRUCAO CIVIL E DERIVADOS - RECICONSTRU CNPJ 47.997.757/0001-65;01567525000176-1- 000038/2025;33/2025
00094-00008043/2024-81;LOCAÇÃO DE IMÓVEL DE TERCEIROS, NÃO RESIDENCIAL (GALPÃO), SITUADO NO SCIA, QUADRA 08, CONJUNTO 07, LOTE 16, BRASÍLIA/DF, COM ÁREA CONSTRUÍDA TOTAL DE 2.250 M², COM ESTRUTURA FÍSICA E LOCALIZAÇÃO COMPATÍVEIS A FIM DE ACOMODAÇÃO DAS 02 (DUAS) COOPERATIVAS DE CATADORES QUE ATUALMENTE REALIZAM TRIAGEM NO IRR SIA TRECHO 17, OU NOVA(S) COOPERATIVA(S) DE TRIAGEM A SER (SEREM) SELECIONADA(S);INEXIGIBILIDADE Nº 37/2025;R$ 1.260.000,00 (36 MESES);LOOK PAINÉIS LTDA CNPJ 33.464.678/0001-84;01567525000176-1- 000058/2025;62/2025
00094-00003277/2025-12;LOCAÇÃO DE IMÓVEL PARA ABRIGAR A SEDE ADMINISTRATIVA DO SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL – SLU/DF;INEXIGIBILIDADE Nº 39/2025;R$ 3.127.925,46;AR EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS LTDA CNPJ 07.560.370/0001-22;15.122.8209.8517.9762 28.846.0001.9093.0104;51/2025
