m e g a v a L;e s a iV e d;o r u o d a r g o L;s o c ilb R$ 209.818,28 ú P s;R$ 211.085,72;R$ 211.085,72;R$ 210.514,84;R$ 194.792,62;R$ 199.551,60;R$ 198.437,63;R$ 199.742,72;R$ 199.742,72;;R$ 198.397,38;;R$ 233.243,64;R$ 230.666,72;
o ã ç ir r a V;a d a z in a c e m;s a iv e d;R$ 1.012.259,98;R$ 945.996,63;R$ 1.076.048,84;R$ 995.541,88;R$ 991.278,43;R$ 1.040.661,45;R$ 1.080.692,98;R$ 1.025.129,19;R$ 1.002.279,57;;R$ 1.000.317,73;;R$ 1.004.994,76;R$ 854.879,12;
a d a z in a c e M a r u tn iP;e o iF o- ie M e d;m e g a s ir F;R$ 1.060.673,84;R$ 1.064.008,62;R$ 1.048.501,91;R$ 1.054.041,29;R$ 1.713.843,97;R$ 1.756.564,96;R$ 1.770.086,28;R$ 1.832.208,71;R$ 1.854.727,68;;R$ 1.845.740,87;;R$ 2.193.211,41;R$ 2.554.108,23;
s o tn e v E s ó P a z e p m iL;s o u d ís e R e d a te lo C e;a r u d r o G e d a x ia C e d;R$ 513.496,77;R$ 513.496,77;R$ 513.496,77;R$ 513.272,20;R$ 505.434,03;R$ 505.373,87;R$ 505.355,79;R$ 509.140,04;R$ 509.140,04;;R$ 512.001,95;;R$ 531.258,45;R$ 532.732,91;
o d r o b s n a r T e d e d a d in U;u o /e s o tie je R e d;s o u d ís e R;R$ 1.705.187,76;R$ 1.518.501,21;R$ 1.624.663,56;R$ 1.522.591,05;R$ 1.399.419,22;R$ 1.459.434,94;R$ 1.474.047,23;R$ 1.419.932,50;R$ 1.435.791,23;;R$ 1.413.042,90;;R$ 1.482.018,25;R$ 1.695.364,26;
s o u d ís e R;e d ú a S a d;;R$ 339.479,22;R$ 321.909,67;R$ -;R$ -;R$ 23,52;-;R$ 50,86;R$ 90,92;R$ 57,91;;R$ 494,09;;R$ 51,78;R$ -;
la to T;la s n e M;;R$ 27.168.459,11;R$ 25.908.735,79;R$ 27.614.276,22;R$ 26.023.370,04;R$ 26.391.460,63;R$ 27.106.033,34;R$ 27.509.584,04;R$ 27.313.606,43;R$ 27.284.373,39;;R$ 27.602.615,77;;R$ 30.241.531,70;R$ 33.472.370,62;
TOTAL;;;;;;;;;;;;;;R$ 333.636.458,06;;;
Página | 67;;;;;;;;;;;;;;;;;
