;;;;JAN;;;FEV;MAR;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;;SET;;;OUT;;NOV;;;DEZ;;;Total lote;;;Média;
;Chorume;;49.852,00;;;29.305,00;;30.099,00;;18.099,00;;12.336,00;;;14.980,00;;;13.724,00;;;11.901,00;;;11.858,00;;;15.159,00;;;23.968,00;;35.507,07;;;266.788,07;;;22.232,34;;
