Atividade;;Unidade;Ano 2018;Ano 2019;Ano 2020 -A;Ano 2021 -B;Comparativo B/A (%);
Coleta dos resíduos de remoção (Manual + mecanizada + *PEV);;T*;633.334;439.760;437.651;637.932;638.491;
;*O resíduo PEV passou a ser mensurado como um dos indicadores a partir de outubro de 2018.;;;;;;;
;* T – Unidade Tonelada;;;;;;;
