;Junho;;1.638,61;;;57.756,87;;;2.409,98;;;69.777,74;;;;131.583,20;
;Julho;;1.685,01;;;55.780,70;;;2.543,32;;;72.344,91;;;;132.353,94;
;Agosto;;1.706,80;;;56.007,33;;;2.748,20;;;81.592,20;;;;142.054,53;
;Setembro;;1.572,88;;;55.979,15;;;2.593,79;;;72.702,28;;;;132.848,10;
;Outubro;;1.718,16;;;51.941,26;;;2.830,26;;;71.542,33;;;;128.032,01;
;Novembro;;1.631,41;;;47.578,13;;;2.725,83;;;71.603,64;;;;123.539,01;
;Dezembro;;1.724,78;;;48.454,55;;;3.044,05;;;66.645,57;;;;119.868,95;
;TOTAL;;;20.614,69;;;630.669,82;;;31.030,79;;;824.908,71;;;1.507.224,01;
