;;JAN;FEV;;MAR;ABR;MAI;JUN;JUL;;AGO;;SET;;OUT;;NOV;;DEZ;;Total;;Média;
;RSS;0,01390;0,01170;;0,01435;0,00110;0,03555;0,02897;0,01570;0,08037;;;0,03910;;0,03090;0,04245;;0,03085;;0,34;;0,03;;
