Histórico de Aproveitamento Esperado Calculado das IRR/CTR;;
MÉDIA DE APROVEITAMENTO ESPERADO ENTRE FEV - DEZ DE 2018 (%);MÉDIA DE APROVEITAMENTO ESPERADO ENTRE JAN - DEZ DE 2019 (%);MÉDIA DE APROVEITAMENTO ESPERADO ENTRE JAN - DEZ DE 2020 (%)
38%;41%;37%
