Nº;Contrato;Empresa;Data de assinatura/início da vigência;Objeto;Término da vigência;Valor (R$);Executores e Suplentes
1;15/2014;GAE / DBO / CONSTRUBAN;10/09/2014;Implantação e manutenção do Aterro Sanitário de Brasília;16/11/2022;R$ 139.075.528,57;ANDREA RODRIGUES DE ALMEIDA / JULIANA FRUTUOSO GOMES / VICTOR BRUZZI MORAIS CANDIDO / ANTÔNIO ADILSON ROSENDO
