;Resíduos Comercializados nos CTRs e IRRs*;;;Toneladas;;;29.179,41;
;Resíduos Comercializados nas UTMBs;;;Toneladas;;;12.049,93;
;Doações;;;Toneladas;;;9.102,50;
;Entrada de resíduos nos CTRs e IRRs;;;Toneladas;;;53.219,34;
;Aproveitamento da coleta Seletiva;;;%;;;54,83%;
