Lavagem de monumentos, paradas e passarelas;11
Ressarcimento de contêineres quebrados;33
Retirada de animais mortos em vias públicas;20
Orientação para instalação de contêiner;31
Catação manual de papéis;03
Orientação ambiental;07
Atendimento;32
Denúncias;07
Instalação de lixeira;05
Serviços fora da competência do SLU;21
