ATIVIDADE;UNIDADE;ANO 2017;ANO2018;ANO 2019 -A;ANO 2020 -B;COMPARATIVO B/A (%)
Coleta dos resíduos de remoção (Manual + mecanizada + *PEV);T*;633.334;439.760;437.651;638.764;+68,51
