;ANÁLISE DE NOTÍCIAS;;;;;;;;;;
;;;;POSITIVAS;;;NEGATIVAS;;;NEUTRAS;
;Janeiro;;32;;;9;;;9;;
;Fevereiro;;23;;;4;;;3;;
;Março;;27;;;7;;;7;;
;Abril;;25;;;3;;;15;;
;Maio;;30;;;1;;;6;;
;Junho;;23;;;6;;;6;;
;Julho;;24;;;4;;;1;;
;Agosto;;21;;;7;;;4;;
;Setembro;;22;;;10;;;2;;
;Outubro;;9;;;6;;;3;;
;Novembro;;20;;;10;;;5;;
;Dezembro;;27;;;4;;;9;;
;Total parcial;;;283;;;71;;;70;
;Total;;;424;;;;;;;
