;CRIPTOGRÁFICO), VÁLIDOS POR NO MÍNIMO 36 (TRINTA E SEIS) MESES, CERTIFICADOS DIGITAIS A1, DO TIPO E-CPF E CERTIFICADOS DIGITAIS A1, DO TIPO E-CPNJ, VÁLIDOS POR 12 (DOZE) MESES, AMBOS DENTRO DAS ESPECIFICAÇÕES E NORMAS DO ICP-BRASIL, PARA ATENDIMENTO DAS NECESSIDADES DESTE SERVIÇO DE LIMPEZA URBANA – SLU/DF, DE ACORDO COM AS ESPECIFICAÇÕES DESTE. ESSES CERTIFICADOS SÃO ESSENCIAIS PARA GARANTIR A SEGURANÇA E A AUTENTICIDADE DAS TRANSAÇÕES ELETRÔNICAS REALIZADAS PELO SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL (SLU/DF), ATENDENDO ÀS EXIGÊNCIAS LEGAIS E REGULAMENTARES, COMO O ACESSO AO ESOCIAL E OUTROS SISTEMAS GOVERNAMENTAIS;;;ISSACAR SOLUCOES EMPRESARIAIS LTDA CNPJ 36.005.556/0001-18;ITEM 3: R$ 70,00;;
00094-00006788/2025-96;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE COFFEE- BREAK, COM O OBJETIVO DE ATENDER AOS EVENTOS INSTITUCIONAIS E AÇÕES DE VALORIZAÇÃO DOS SERVIDORES PROMOVIDOS PELO SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL – SLU/DF;DISPENSA Nº 42/2025;-;TT PRODUCOES E EVENTOS LTDA CNPJ 46.091.133/0001-11;R$ 44.000,00;01567525000176-1-000061/2025;-
