GALPÃO CEDIDO SOBRADINHO - Cooperativas Planalto e Reciclamais;Mês;;;;Quantidade Mensal;
;;;;;Recebida (Ton);
;;Janeiro;;41,71;;
;;Fevereiro;;36,29;;
;;Março;;29,21;;
;;Abril;;31,49;;
;;Maio;;30,29;;
;;Junho;;31,97;;
;;Julho;;31,85;;
;;Agosto;;30,30;;
