29;ST HABITACIONAL NOVA COLINA Q 100 LT S/N SOBRADINHO;COOPERATIVA DE TRABALHO RECICLAMAIS – RECICLAMAIS;Coleta Seletiva e Triagem
30;EXPANSÃO DA VILA SÃO JOSÉ Q 33 AE 3, IRR Brazlândia;COOPERATIVA DE TRABALHO DE RECICLAGEM DE BRAZLÂNDIA – CRB;Coleta Seletiva e Triagem
31;UTMB ASA SUL SETOR DE CLUBES ESPORTIVOS SUL LT 5;COOPERATIVA DE TRABALHO RENOVE DE RESÍDUOS SÓLIDOS DE BRASÍLIA – RENOVE;Triagem
32;;COOPERATIVA DE TRABALHO DE CATADORES DO BRASIL – COOPERLIMPO;Triagem
33;Quadra 4 Rua D lote 7/8 Setor de Indústrias Sobradinho DF, St. de Indústrias, Brasília - DF, 73020- 045;COOPERATIVA DE TRABALHO DE RECICLAGEM AMBIENTAL DO DISTRITO FEDERAL E RIDE DF – COOPERDIFE;Coleta Seletiva e Triagem
34;SCIA Q. 10 Conj. 01 Lotes 2 e 3;ASSOCIAÇÃO DOS CATADORES AMBIENTALISTAS DA ESTRUTURAL – AMBIENTE;Triagem
