PESO MÉDIO DOS CONTÊINERES POR COOPERATIVA;
Cooperativa;Peso médio
Ambiente;135
Construir;123,5
Coopere;128
Cooperlimpo;84,3
Coopernoes;134,1
Coorace;103
Cortrap;100
Plasferro;124,5
Recicla Brasília;90,6
Acapas;185,6
