GERÊNCIA REGIONAL OESTE/ GEOES;07
GERÊNCIA DE ATERRO-GERAT;06
DIRETORIA TÉCNICA;04
ASSESSORIA DE COMUNICAÇÃO E MOBILIZAÇÃO;01
GERÊNCIA DE SERVIÇOS GERAIS;10
DIRETORIA DE GESTÃO TECNOLÓGICA - DIGET;01
TOTAL;51
