;UTMB PSul - Unidade de Tratamento Mecânico Biológico da Ceilândia (Psul) (2021);;;;;;;;;;;;
Mês;;;OPERAÇÃO,;;Custo por tonelada;OPERAÇÃO DE COMPOSTAGEM;Custo por tonelada;TRANSPORTE DE REJEITO E COMPOSTO CRU;Custo por tonelada;TRANSPORTE DE CHORUME;Custo por viagem;Custo Total;
;;;CONTROLE E;;;;;;;;;;
;;;MANUTENÇÃO COM;;;;;;;;;;
;;;PRODUÇÃO DE;;;;;;;;;;
;;;COMPOSTO CRU;;;;;;;;;;
Janeiro;;R$ 631.193,61;;;R$ 43,62;R$ 255.823,60;R$ 52,29;R$ 545.127,73;R$ 31,61;R$ 100.329,82;R$ 748,73;R$ 1.532.474,76;
Fevereiro;;R$ 663.030,11;;;R$ 43,62;R$ 272.976,81;R$ 52,29;R$ 573.328,59;R$ 31,61;R$ 190.177,42;R$ 748,73;R$ 1.699.512,93;
Março;;R$ 668.593,40;;;R$ 43,62;R$ 277.731,01;R$ 52,29;R$ 606.741,94;R$ 31,61;R$ 183.438,85;R$ 748,73;R$ 1.736.505,20;
