;;;;JAN;;FEV;;MAR;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;;SET;OUT;NOV;DEZ;Total;;;Média;
;Lotes I, II e III;;6,860;;3,520;;4,940;;5,940;;;3,080;;;4,370;;;5,980;;;6,800;;;4,890;;8,050;4,180;6,210;64,82;;;5,40;
