;;;CONTIDAS NO PROJETO BÁSICO, ANEXO NO EDITAL DA LICITAÇÃO;;;ROMEIRO TEZONI DE ALMEIDA, GUSTAVO PEREIRA DE MENEZES
32/2021;INSTITUTO LUCIMAR MALAQUIAS;24/12/2021;PRESTAÇÃO DE SERVIÇOS A SEREM EXECUTADOS DE FORMA CONTÍNUA, CORRESPONDENTES À CONTRATAÇÃO DE ASSOCIAÇÃO DE PORTADORES DE DEFICIÊNCIA FÍSICA, SEM FINS LUCRATIVOS E DE COMPROVADA IDONEIDADE, PARA A DISPONIBILIZAÇÃO DE PESSOAS PORTADORAS DE DEFICIÊNCIA;03/01/2026;R$ 2.713.569,80;FABIENE FREIRE AMORIM, SERGIO FERNANDES DE FARIA, MARCONE MENDONÇA DE ARAÚJO
