;;;;;;;;;Data de;;;Data de;;;;;;;;;Valor Glo bal (R$)
;Nº;;;Empresa;;;Objeto;;;;;;;;Informações;;;Contrato;;;
;;;;;;;;;Assinatura;;;Término;;;;;;;;;
1;;;KCR;;;Aquisição de 3 Balanças Rodoviárias;;08/10/2013 31/12/2014 01/07/2014;;;31/12/2013 30/06/2014 30/12/2014;;;Pregão Presencial 02/2013;;;094.000.950/2013 1º Aditivo 2º Aditivo;;;148.500;
2;;;KCR;;;Aquisição de 3 Balanças Rodoviárias - GARANTIA;;02/12/2011;;;01/12/2016;;;Pregão Presencial 02/2013;;;094.000.537/2011;;;280.742;
