;MÉDIA DE APROVEITAMENTO IRR/CTR;;;;;;;;;;;;;;;;;;;;;;
;fev-dez de 2018;;;jan-dez de 2019;;;jan-dez de 2020;;;jan-dez de 2021;;;jan-fev de 2022;;;jan-jun de 2022;;;jan-ago de 2022;;;jan-dez de 2022;
38%;;;41%;;;37%;;;42%;;;27%;;;33%;;;41%;;;46%;;
