PERCENTUAL DE RECUPERAÇÃO DE RECICLÁVEIS DA COLETA SELETIVA;VALOR PAGO
Faixa 1 – recuperação < 40%;R$ 248,10 / tonelada
Faixa 2 – recuperação entre 40% e 70%;R$ 304,14 / tonelada
Faixa 3 – recuperação > 70%;R$ 351,27 / tonelada
