;;JAN;;FEV;;MAR;;ABR;;MAI;;JUN;;JUL;AGO;SET;OUT;NOV;DEZ;Total;;Média;
;NURES (Psul);1.461,58;;1.204,74;;975,19;;883,92;;2.413,87;;2.659,99;;1.779,30;1.830,44;1.789,95;1.977,19;1.684,12;1.136,23;19.796,52;;1.649,71;
