;2º TRIMESTRE;;;;
;EVENTO;;;PARTICPANTES;
Homenagem aos Servidores Aposentados;;;15;;
Saúde Mental Materna;;;23;;
Ações de Qualidade de Vida nas Gerências de Limpeza Urbana;;;39;;
Semana do Meio Ambiente - Capacitação sobre reciclagem” – Equipe da USMOB;;;26;;
Visita ao aterro (ASB);;;24;;
Ginástica Laboral;;;471;;
Aferição de Pressão Arterial e Bioimpedância;;;12;;
Assistência aos Servidores;;;50;;
