Construção de Galpão - Apoio à Construção da IRR em Sobradinho;-;200.000,00;;;200.000,00;-;;-;-
Execução de Sentenças Judiciais;281.524,00;8.000,00;6.360,55;93.027,15;;190.136,30;190.136,30;-;170.504,47
Formação do Patrimônio do Servidor Público;6.065.000,00;;;;;6.065.000,00;6.065.000,00;-;5.177.462,32
Conversão de Licença- Prêmio em Pecúnia;14.596.830,00;- 8.500.000,00;;170.599,10;;5.926.230,90;5.926.230,90;-;5.592.557,14
Ressarcimentos, Indenizações e restituições;2.012.604,00;- 338.135,00;3,23;24.689,96;;1.649.775,81;1.649.775,81;-;1.649.775,81
TOTAL;532.116.663,00;59.323.147,00;3.512.029,61;342.673,16;983.838,00;586.601.269,23;586.231.150,03;370.119,20;547.033.385,98
