;COOPERATIVAS/ASSOCIAÇÕES COM CONTRATOS DE COLETA SELETIVA E TRIAGEM;;;;;;;;;;;;;;
Nº;;NOME;ENDEREÇO;CNPJ;;TOTAL DE;;;RA DE PRESTAÇÃO;;;PRESIDENTE/;;E-MAIL;
;;;;;;CATADORES;;;DE SERVIÇO;;;RESPONSÁVEL;;;
